isbn,title,writer,publisher,avg_score
9780465051366,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,Basic Books,3.95
9780465067091,The Psychology of Everyday Things,Donald A. Norman,Basic Books,4.17
9780898709193,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones/Diane M. Hanson/Stephen K. Ray,Ignatius Press,4.27
9780060887964,The Alchemist,Paulo Coelho/Alan R. Clarke/James Noel Smith,HarperOne,3.86
9780061122415,The Alchemist,Paulo Coelho/Alan R. Clarke/Özdemir İnce,HarperCollins,3.86
9781421504605,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa/Akira Watanabe,VIZ Media LLC,4.57
9781591169253,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa/Akira Watanabe,VIZ Media LLC,4.56
9781421504599,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa/Akira Watanabe,VIZ Media LLC,4.57
9781591169208,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa/Akira Watanabe,VIZ Media LLC,4.5
9781591169291,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa/Akira Watanabe,VIZ Media LLC,4.55
9780060192501,The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho/Alan R. Clarke/Mœbius,HarperCollins Publishers,3.86
9781591169239,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa/Akira Watanabe,VIZ Media LLC,4.52
9780812974614,Pompeii,Robert   Harris,Random House Trade Paperbacks,3.82
9781587157394,The Last Days of Pompeii,Edward Bulwer-Lytton/John Gregory Betancourt,Borgo Press,3.6
9780142000670,Of Mice and Men,John Steinbeck,Penguin Books,3.87
9780060554736,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,It Books,3.74
9780142401200,The Westing Game,Ellen Raskin,Puffin,4.02
9780808553038,The Egypt Game,Zilpha Keatley Snyder,Turtleback Books,3.83
9781400096893,Memoirs of a Geisha,Arthur Golden,Vintage Books USA,4.11
9780739326220,Memoirs of a Geisha,Arthur Golden,Random House Large Print Publishing,4.11
9780099498186,Memoirs of a Geisha,Arthur Golden,Vintage,4.11
9781557046833,Memoirs of a Geisha: A Portrait of the Film,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,Newmarket Press,4.08
9780099771517,Memoirs of a Geisha,Arthur Golden,Vintage,4.11
9780743430593,Geisha of Gion,Mineko Iwasaki/Rande Brown,Pocket Books,3.93
9781932664393,Love As A Foreign Language #5,J. Torres/Eric  Kim,Oni Press,3.44
9780521750844,Jungle Love,Margaret Johnson/Philip Prowse,Cambridge University Press,3.41
9780802415318,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,Moody Publishers,4.7
9781416524793,Angels & Demons (Robert Langdon  #1),Dan Brown,Pocket Books,3.89
9788495618771,Ángeles y demonios (Robert Langdon  #1),Dan Brown,Umbriel,3.89
9780972859899,Angeles & Demonios,Dan Brown/Raúl Amundaray,FonoLibro,3.89
9780307277671,The Da Vinci Code (Robert Langdon  #2),Dan Brown,Anchor,3.84
9780767926034,The Da Vinci Code,Dan Brown,Broadway Books,3.84
9782266144346,Da Vinci Code (Robert Langdon  #2),Dan Brown/Daniel Roche,Pocket,3.84
9781416524809,Deception Point,Dan Brown,Pocket Books,3.71
9780552151764,Deception Point,Dan Brown,Corgi Books,3.71
9780593055076,Deception Point,Dan Brown,Bantam Press,3.71
9780786016068,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,Pinnacle,4.04
9780671015206,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,Gallery Books,4.03
9781585424337,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,Tarcherperigee,4.18
9781932429237,Think and Grow Rich,Napoleon Hill,High Roads Media,4.18
9780977616657,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,Pragmatic Bookshelf,3.58
9781563410901,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,Firebrand Books,3.95
9780345479174,Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,Ballantine Books,3.66
9780451205360,The Richest Man in Babylon,George S. Clason,Berkley Books,4.26
9781419349997,The Richest Man in Babylon,George S. Clason,Recorded Books  Inc.,4.26
9781400098033,Shibumi,Trevanian/Gisela Stege,Broadway Books,4.21
9780743226721,1776,David McCullough,Simon  Schuster,4.07
9780140481396,1776,Peter  Stone/Sherman Edwards,Penguin Books,4.22
9780226014906,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,University of Chicago Press,3.62
9781416500186,The Good Earth (House of Earth  #1),Pearl S. Buck,Howard Publishing Co,3.98
9780310258971,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,Zondervan,3.93
9780060838584,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,Harper Perennial,3.74
9780141006871,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,Penguin Books,3.74
9780812968064,Snow Flower and the Secret Fan,Lisa See,Random House,4.07
9780385340540,The Broker,John Grisham,Delta,3.78
9780394720241,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,Vintage,4.51
9780345480606,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,Ballantine Books,3.75
9780060193393,Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips/Michael D'Orso,HarperCollins Publishers  Inc.,3.74
9781579546014,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke/Cindy Crawford,Rodale Books,3.65
9780972018418,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,High Point Media,3.95
9780471743675,The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,John Wiley & Sons,4.13
9780471430452,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles/Tom Osborne,Wiley,4.07
9780805431575,Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky/John R. Perry,B Books,3.15
9780679838869,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,Random House Books for Young Readers,3.99
9780373250714,Monkey Business,Sarah Mlynowski,Red Dress Ink,3.67
9780140143454,Liar's Poker,Michael   Lewis,Penguin Books,4.15
9780802732293,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,Walker & Company,3.31
6940550006120,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,Ryland Peters & Small,4.08
9780307238276,Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,Clarkson Potter,3.96
9781400052585,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,Clarkson Potter,3.95
9780307346582,Everyday Pasta,Giada De Laurentiis/Victoria Pearson,Clarkson Potter,4.09
9781400052387,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,Clarkson Potter,4.09
9780609609972,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,Clarkson Potter Publishers,4.06
9781400052370,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,Clarkson Potter Publishers,3.92
9780061234002,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,William Morrow,3.97
9788466625128,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,Ediciones B,3.97
9780061245138,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,Harper,3.97
9780399153594,The Last Assassin (John Rain  #5),Barry Eisler,Putnam Publishing Group,4.27
9780156030205,Life of Pi,Yann Martel,Mariner Books / Harvest Books,3.91
9780828808392,L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,Gallimard,3.91
9780140285970,Shadows and Wind: A View of Modern Vietnam,Robert Templer,Penguin Books,3.49
9780307276902,A Million Little Pieces,James Frey,Anchor Books,3.65
9781411677319,A Million Little Pieces of Feces,Python Bonkers,Lulu.com,3.56
9780061171468,A Million Little Lies,James Pinocchio/Pablo Fenjves,William Morrow Paperbacks,3.41
9780787968335,The Leadership Challenge,James M. Kouzes/Barry Z. Posner,Jossey-Bass,4.05
9780446394598,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,Business Plus,4.14
9780131494848,Leadership in Organizations,Gary Yukl,Prentice Hall,3.68
9780316861014,Leadership,Rudolph W. Giuliani,Little  Brown,3.72
9780060574215,Men Are from Mars  Women Are from Venus,John Gray,Harper Paperbacks,3.55
9780060192778,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,Harper,3.62
9780061232053,Men Are from Mars  Women Are from Venus,John Gray,HarperAudio,3.55
9780735200302,How to Succeed with Women,Ron  Louis/David Copeland,Prentice Hall Press,3.76
9780553381672,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,Bantam,4.05
9780517542026,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,Crown Publishing Group,4.05
9780393324815,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,W. W. Norton  Company,4.26
9780744005615,Juiced Official Strategy Guide,Doug Walsh,BradyGames,0.0
9780140280197,The 48 Laws of Power,Robert Greene/Joost Elffers,Penguin (Business),4.18
9780553383683,Gates of Fire,Steven Pressfield,Bantam,4.42
9780553295412,Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,Spectra Books,4.07
9780812590104,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,Tor Classics,3.58
9780385516419,The Afghan Campaign,Steven Pressfield,Doubleday Books,3.96
9780553381399,Tides of War,Steven Pressfield,Bantam,3.9
9780553382044,Last of the Amazons,Steven Pressfield,Bantam,3.76
9780446691437,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,Warner Books,4.0
9780826413017,Gita on the Green,Stephen J. Rosen/Steven Pressfield,Continuum,3.78
9780811701648,Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,Stackpole Books,3.91
9780140442755,Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,Penguin Classics,4.1
9780192802774,Phaedrus,Plato/Robin Waterfield,Oxford University Press  USA,3.92
9780140449747,Phaedrus,Plato/C.J. Rowe,Penguin Classics,3.92
9780879756321,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,Prometheus Books,4.47
9781890318239,Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,St. Augustines Press,4.5
9780872207882,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,Hackett Publishing Company  Inc.,4.06
9780801435300,Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,Cornell University Press,4.35
9780872204621,Statesman,Plato/C.J. Rowe,Hackett Publishing Company  Inc.,3.85
9780140449044,Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,Penguin Classics,3.95
9780140449082,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,Penguin Books,3.99
9780140446388,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,Penguin Classics,3.99
9780879757779,The History (Great Minds),Herodotus/Henry Francis Cary,Prometheus Books,3.99
9780192824257,The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,Oxford University Press,3.99
9780140440348,The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,Penguin Classics,3.99
9780393959468,The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,W.W. Norton & Company,3.99
9780375400612,The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,Everyman's Library 234,3.99
9780226327709,The History,Herodotus/Peter Grene,University of Chicago Press,3.99
9780140275360,The Iliad,Homer/Robert Fagles/Bernard Knox,Penguin Classics,3.86
9780872203525,Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,Hackett Publishing Company  Inc.,3.86
9780374529055,The Iliad,Homer/Robert Fitzgerald/Andrew Ford,Farrar  Straus and Giroux,3.86
9780147712554,The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,Penguin Classics,4.04
9780140447941,The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,Penguin Classics,3.86
9780451527370,The Iliad,Homer/W.H.D. Rouse,Signet Classics,3.86
9780872205420,The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,Hackett Publishing Company  Inc.,3.86
9780143039952,The Odyssey,Homer/Robert Fagles/Bernard Knox,Penguin Classics,3.76
9780374525743,The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,Farrar  Straus and Giroux,3.76
9780060931957,The Odyssey,Homer/Richmond Lattimore,Harper Perennial,3.76
9780140449112,The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,Penguin Classics,3.76
9780451527363,The Odyssey,Homer/W.H.D. Rouse,Signet Classics,3.76
9780865165847,Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,Bolchazy-Carducci Publishers,4.35
9780674995833,Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,Harvard University Press,4.22
9781891190230,City Eclogue,Ed Roberson,Atelos Press,4.13
9780192837684,The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,Oxford University Press,3.8
9781558321250,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,Harvard Common Press,3.94
9780141000589,The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,Viking,4.5
9780517092941,The Complete Works,William Shakespeare,Gramercy,4.5
9780521618748,Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,Cambridge University Press,4.02
9781557831576,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,Applause Books,4.44
9780062512796,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,HarperOne,3.64
9780062513342,The Valkyries,Paulo Coelho/Alan R. Clarke,HarperOne,3.31
9780060527983,Warrior of the Light,Paulo Coelho,HarperOne,3.7
9780060832810,The Zahir,Paulo Coelho/Margaret Jull Costa,HarperOne,3.57
9780061122095,By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,HarperOne,3.57
9780060930134,The Fifth Mountain,Paulo Coelho/Clifford E. Landers,HarperOne,3.62
9780061124266,Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,Harper Perennial,3.7
9780140714548,Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,Penguin Books,4.02
9780764586033,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,Cliffs Notes,3.69
9780764585685,Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,Cliffs Notes,4.02
9780879232153,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,Nonpareil Books,4.29
9780674991200,History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,Harvard University Press,4.32
9780872201682,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,Hackett Publishing Company  Inc.,3.72
9780674991224,History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,Harvard University Press,4.35
9780872203945,The Peloponnesian War,Thucydides/Steven Lattimore,Hackett Publishing Company  Inc.,3.9
9780393971675,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,W. W. Norton & Company,3.9
9780674991873,History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,Harvard University Press,4.29
9780929524351,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,Bryn Mawr Commentaries,4.5
9780226307800,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,University of Chicago Press,4.03
9780226307848,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,University of Chicago Press,4.21
9780226307831,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,University of Chicago Press,4.21
9781590171806,Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,New York Review of Books,4.4
9780553213638,Ten Plays,Euripides/Moses Hadas/John Maclean,Bantam Classics,4.17
9780226307824,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,University of Chicago Press,4.0
9780226307817,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,University of Chicago Press,4.31
9780140449297,Medea and Other Plays,Euripides/John Davie/Richard Rutherford,Penguin Books,4.03
9780674995604,Cyclops / Alcestis / Medea,Euripides/David Kovacs,Loeb Classical Library,4.23
9780521643863,Medea,Euripides/Donald J. Mastronarde,Cambridge University Press,3.87
9780140447262,The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,Penguin Classics,4.14
9780195125986,Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,Oxford University Press  USA,3.88
9780413752802,Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,Bloomsbury Methuen Drama,3.78
9780486424620,The Trojan Women and Hippolytus,Euripides,Dover Publications,3.63
